country,in_degree,out_degree,betweenness,closeness,degree_centrality,eigenvector,eccentricity,year
Eswatini,56387.115,12447.668,0.15086309523809524,0.5624274406332455,0.6355555555555555,0.0001243763130081054,2,2020
Sweden,5339057.132,11646961.338,0.004365079365079365,0.6107736389684814,1.1466666666666667,0.03677948697063376,2,2020
USA,136605423.193,69494079.434,0.0,0.7153020134228188,1.5333333333333334,0.6451515143348644,2,2020
Bosnia Herzegovina,382067.755,83097.00700000001,0.004325396825396825,0.563915343915344,0.5066666666666667,0.0016169336459878698,2,2020
Botswana,134292.584,10123.209,0.040648148148148155,0.5551041666666667,0.4222222222222222,0.00015786035327126848,3,2020
Dem. Rep. of the Congo,270407.092,460.008,0.05804563492063492,0.5580104712041885,0.41333333333333333,0.0008147517702374907,3,2020
Cuba,125547.79400000001,121216.52900000002,0.025744047619047618,0.5493814432989691,0.5466666666666666,0.0004544879419343106,2,2020
Equatorial Guinea,11852.796,0.474,0.0025,0.5039243498817967,0.13333333333333333,3.699425269633029e-05,3,2020
Namibia,184060.313,1203.059,0.10632936507936508,0.5888397790055249,0.6488888888888888,0.0002753428131011852,2,2020
Portugal,3257070.899,1479395.8320000002,0.032688492063492065,0.577669376693767,1.08,0.017602166761717435,2,2020
Sao Tome and Principe,1860.995,389.59000000000003,0.0,0.5063182897862233,0.14666666666666667,3.514469406222426e-06,3,2020
Antigua and Barbuda,11519.697000000002,158.648,0.06567460317460318,0.563915343915344,0.3422222222222222,8.088700641101796e-05,2,2020
Barbados,46276.87099999999,20284.179,0.0025793650793650793,0.5684266666666666,0.49333333333333335,0.00019732845623158046,2,2020
Br. Virgin Isds,3505.491,43.737,0.003928571428571429,0.49002298850574716,0.14666666666666667,1.662643188376214e-05,3,2020
Dominica,3957.3849999999998,2589.7039999999997,0.00011904761904761905,0.5051184834123222,0.22666666666666666,1.2668986162140697e-05,3,2020
Grenada,9390.615,125.345,0.0007936507936507937,0.5289330024813896,0.24444444444444444,7.087609704325386e-05,3,2020
Rep. of Moldova,261736.053,56322.023,0.02517857142857143,0.5699465240641711,0.5244444444444445,0.0009251259959277776,3,2020
Montserrat,382.869,12.726,0.017222222222222222,0.4866666666666667,0.09777777777777778,3.0551274750727686e-06,3,2020
Saint Vincent and the Grenadines,5918.022,138.058,0.0,0.5684266666666666,0.35555555555555557,4.055973312591257e-05,3,2020
Azerbaijan,399250.523,900.384,0.0,0.584,0.4711111111111111,0.0012094855146279394,3,2020
Belarus,998091.203,311610.121,0.0,0.5684266666666666,0.5822222222222222,0.003886287251912532,3,2020
Iran,1215316.689,105949.451,0.0,0.5465641025641026,0.6177777777777778,0.004823966768107512,2,2020
Kyrgyzstan,210213.663,1365.068,0.014828042328042329,0.5609473684210526,0.4,0.0005616644557188361,3,2020
Latvia,769624.949,529357.355,0.0,0.5522279792746114,0.7777777777777778,0.002169010023502446,2,2020
Luxembourg,410982.29600000003,172697.51799999998,0.10732142857142857,0.5654111405835544,0.7866666666666666,0.0027241744658187883,2,2020
Oman,579705.934,144798.956,0.004821428571428571,0.5761081081081081,0.6311111111111111,0.0009292879686221116,2,2020
Pakistan,879752.103,334784.064,0.0,0.584,0.9511111111111111,0.0052321415989327515,2,2020
United Arab Emirates,3963847.247,1156405.896,0.07136904761904762,0.6362985074626866,1.1644444444444444,0.025706811423639297,2,2020
Australia,8807415.717,3453820.4159999997,0.03325396825396825,0.6196511627906978,1.1777777777777778,0.07012919701456881,2,2020
Bahamas,61661.408,405.262,0.006160714285714286,0.5508010335917313,0.3377777777777778,0.00047702546872860596,3,2020
Bahrain,361828.036,5542.0869999999995,0.0,0.5761081081081081,0.4577777777777778,0.001893218603586984,2,2020
Armenia,159638.035,17267.961000000003,0.010873015873015873,0.5761081081081081,0.48444444444444446,0.0007632821173557021,2,2020
Bermuda,25527.772000000004,58.675000000000004,0.011845238095238094,0.5199024390243903,0.2088888888888889,0.00022494030615422518,2,2020
Bolivia (Plurinational State of),224472.655,1325.1180000000002,0.017668650793650792,0.5594750656167979,0.38222222222222224,0.0007062289995198826,3,2020
Belize,19778.464,923.784,0.004880952380952381,0.5396455696202531,0.3288888888888889,0.00016758845557379067,3,2020
Bulgaria,1698209.546,1165455.167,0.0028174603174603175,0.5714745308310992,0.9688888888888889,0.006758920698932737,2,2020
Myanmar,631099.099,836.525,0.14844907407407407,0.5761081081081081,0.44,0.0012941698893026428,2,2020
Cambodia,343379.861,10673.423,0.0,0.5465641025641026,0.4711111111111111,0.0009821082017549775,2,2020
China,32482505.656,11807749.858,0.004325396825396825,0.6142939481268012,1.2933333333333332,0.2469601738221996,2,2020
Colombia,2428432.274,463324.724,0.012867063492063492,0.5904709141274238,0.7955555555555556,0.018467842084871823,2,2020
Cyprus,411999.974,521874.843,0.011468253968253968,0.5684266666666666,0.9955555555555555,0.0012445727509857072,2,2020
Ecuador,999036.714,35736.265999999996,0.0,0.5714745308310992,0.5288888888888889,0.004517446010507628,2,2020
Finland,2209720.599,1809847.2820000001,0.06319444444444444,0.584,1.008888888888889,0.011945800196675186,2,2020
State of Palestine,197498.89599999998,20540.328,0.0,0.5382828282828283,0.29333333333333333,0.0006035848928167959,3,2020
Guatemala,686679.135,220603.83200000002,0.0037301587301587303,0.57455525606469,0.49333333333333335,0.001492226087331463,3,2020
Guyana,19085.408,9643.552,0.007063492063492063,0.5329,0.3244444444444444,9.099728095117892e-05,3,2020
Honduras,495425.042,13522.018999999998,0.012162698412698413,0.5808174386920981,0.47555555555555556,0.0018318081744308386,2,2020
Indonesia,1120668.7980000002,612231.605,0.027992724867724868,0.6072934472934474,1.1422222222222222,0.00716487847785449,2,2020
Iraq,1348721.4309999999,266.60200000000003,0.023839285714285716,0.57455525606469,0.39111111111111113,0.005213037448034857,2,2020
Israel,3147406.702,3079978.0079999994,0.013214285714285715,0.5669148936170214,0.8577777777777778,0.02185561296874596,2,2020
Jamaica,173197.294,4345.076,0.006309523809523809,0.5609473684210526,0.4666666666666667,0.0008340317403204695,2,2020
Kazakhstan,1563031.645,57755.778000000006,0.024530423280423284,0.5792391304347827,0.4577777777777778,0.007225345522190547,2,2020
Kuwait,1445890.537,51259.861,0.004087301587301587,0.5970868347338937,0.5377777777777778,0.009638582422360693,2,2020
Lebanon,1187257.781,44341.147,0.0,0.577669376693767,0.6,0.007171623533054417,2,2020
Lithuania,1424357.6130000001,649818.182,0.0,0.5669148936170214,0.8133333333333334,0.005526362009731364,2,2020
"China, Macao SAR",250469.31900000002,12329.232999999998,0.0,0.5551041666666667,0.38222222222222224,0.0011984045080912673,2,2020
Malaysia,1803814.7040000001,403699.37600000005,0.0,0.5730107526881721,0.9955555555555555,0.011314040972101296,2,2020
Mauritius,165354.967,28810.156,0.002857142857142857,0.5824043715846995,0.5466666666666666,0.0005574545247594691,2,2020
"Other Asia, nes",4092967.622,752232.228,0.019434523809523808,0.5761081081081081,0.92,0.029020194654226974,2,2020
Mongolia,122515.94499999999,211.813,0.0,0.563915343915344,0.3466666666666667,0.0004114273347577092,2,2020
Mozambique,290149.11500000005,3528.947,0.012490079365079365,0.5609473684210526,0.39111111111111113,0.0003868611946007911,2,2020
Nicaragua,378201.556,14606.555,0.0025992063492063493,0.563915343915344,0.4311111111111111,0.0011839916662593894,2,2020
Paraguay,268151.135,64518.431000000004,0.0,0.5609473684210526,0.49777777777777776,0.0011249528159808298,2,2020
Philippines,1671384.517,72236.763,0.0374702380952381,0.5856043956043956,0.7866666666666666,0.00796879462975895,2,2020
Saint Lucia,10947.805999999999,822.768,0.01984126984126984,0.5624274406332455,0.36,8.802255119739951e-05,3,2020
Slovakia,1937841.062,507781.769,0.025992063492063493,0.5856043956043956,0.8044444444444444,0.010012657503474565,2,2020
Suriname,17893.161,1780.287,0.0,0.5250246305418719,0.2222222222222222,7.809327919649183e-05,3,2020
Togo,114743.886,5039.799,0.0,0.5465641025641026,0.3244444444444444,0.00039921061175576827,3,2020
Ukraine,2439480.512,279540.818,0.03163690476190476,0.6004507042253521,0.9511111111111111,0.01051034446558547,2,2020
Venezuela,268945.11500000005,5444.738,0.0005753968253968254,0.5465641025641026,0.35555555555555557,0.0005486748325602191,3,2020
Yemen,393552.979,243.413,0.0027380952380952383,0.5465641025641026,0.28444444444444444,0.0008739944513664965,3,2020
Bangladesh,259220.82599999997,148778.433,0.018521825396825398,0.5437755102040817,0.7377777777777778,0.0012942787743078833,2,2020
Bhutan,13433.509,17.424,0.0,0.49342592592592593,0.1288888888888889,1.980806925541707e-05,3,2020
Solomon Isds,3550.613,19.684,0.0,0.47580357142857144,0.08,1.0659106225946739e-05,3,2020
Burundi,74244.315,56.458,0.0007738095238095238,0.5451662404092071,0.26666666666666666,0.0001811446062946788,3,2020
Cayman Isds,29642.070999999996,837.955,0.0024305555555555556,0.5342355889724312,0.25333333333333335,0.0002916607514057369,2,2020
Christmas Isds,339.321,0.0,0.0,0.3814026792750197,0.0044444444444444444,6.511053742933382e-07,3,2020
Cocos Isds,107.087,0.221,0.0,0.41390291262135925,0.013333333333333332,2.6943053609206373e-07,3,2020
Cook Isds,1066.676,1768.355,0.0044444444444444444,0.4288933601609658,0.035555555555555556,3.302032824687048e-07,3,2020
Croatia,1794909.232,1160180.416,0.0,0.5437755102040817,0.6977777777777778,0.008017463131305004,2,2020
Fiji,38920.527,10603.161,0.004722222222222222,0.5224509803921569,0.28444444444444444,0.00011127563843597949,2,2020
Djibouti,34053.333,2357.06,0.0015178571428571428,0.5224509803921569,0.2222222222222222,8.940261997722878e-05,2,2020
Ghana,306950.451,9460.707,0.10074404761904762,0.5522279792746114,0.43555555555555553,0.0010117828898122464,2,2020
Kiribati,1071.08,1.049,0.014027777777777778,0.4855580865603645,0.08444444444444445,2.9864473752632895e-06,2,2020
Iceland,180177.687,29254.477,0.02757936507936508,0.5493814432989691,0.5333333333333333,0.000616761558243363,2,2020
Lesotho,51529.929000000004,688.179,0.01998015873015873,0.5342355889724312,0.30666666666666664,4.914478854146877e-05,3,2020
Liberia,41564.76,25.431,0.022549603174603174,0.5382828282828283,0.24444444444444444,0.0001595128329382104,2,2020
Madagascar,140118.301,274.91,0.040595238095238094,0.5536623376623376,0.31555555555555553,0.000557155224781891,3,2020
Malawi,171942.18600000002,471.713,0.00804563492063492,0.5508010335917313,0.31555555555555553,0.0003445127888205852,3,2020
Maldives,44039.702,69.25,0.013293650793650793,0.5302487562189055,0.21777777777777776,7.209974796468126e-05,3,2020
Montenegro,150312.393,47473.788,0.0001388888888888889,0.5369269521410579,0.37333333333333335,0.0006652368017542223,3,2020
Nauru,299.314,12.953,0.0,0.45161016949152544,0.05333333333333333,5.101136155052805e-07,3,2020
CuraÃ§ao,58046.857,6265.219,0.004543650793650793,0.5342355889724312,0.36,0.0002222525638094587,3,2020
New Caledonia,103908.22999999998,144.537,0.0030952380952380953,0.49572093023255814,0.13333333333333333,0.0004627150934327887,2,2020
Vanuatu,4873.265,40.333999999999996,0.004146825396825397,0.4980373831775701,0.14666666666666667,5.560566107024609e-06,2,2020
Norfolk Isds,40.247,0.0,0.0,0.42850818946436475,0.013333333333333332,2.962459407222666e-07,3,2020
FS Micronesia,773.903,2.64,0.0,0.4684835164835165,0.06222222222222222,3.5821402420553757e-06,3,2020
Marshall Isds,956.697,8.343,0.0,0.48445454545454547,0.10222222222222223,4.300555013335396e-06,3,2020
Palau,518.204,1.243,0.0,0.47368888888888894,0.057777777777777775,7.569425263790798e-07,3,2020
Timor-Leste,3217.8740000000003,0.317,0.014285714285714285,0.5136385542168674,0.18222222222222223,5.898814153292843e-06,2,2020
Rwanda,122615.858,792.139,0.03274801587301587,0.5609473684210526,0.39555555555555555,0.0004570831796867505,3,2020
Tonga,1817.4399999999998,1.897,0.013888888888888888,0.48117381489841987,0.11555555555555555,2.2181268479018106e-06,3,2020
Tuvalu,134.867,11.418999999999999,0.0,0.43149797570850207,0.04,5.564866310090551e-08,3,2020
United Rep. of Tanzania,458110.98900000006,5128.313,0.1452744708994709,0.5904709141274238,0.5555555555555556,0.001176266832331372,2,2020
Samoa,4258.17,20.296,0.007579365079365079,0.46440087145969505,0.06666666666666667,3.9627479258167366e-06,3,2020
Zambia,261841.28399999999,3335.9649999999997,0.009484126984126984,0.5654111405835544,0.39111111111111113,0.0004550162865715836,3,2020
Cabo Verde,12265.791000000001,115.803,0.004424603174603175,0.5111750599520384,0.15555555555555556,1.0685431313174406e-05,3,2020
Gambia,12239.112000000001,34.224,0.0028174603174603175,0.517378640776699,0.18666666666666668,3.398735956876083e-05,3,2020
Gibraltar,22542.936999999998,13.03,0.022599206349206348,0.48889908256880743,0.1111111111111111,0.00010010067174712672,3,2020
Guinea,150911.332,248.782,0.0335218253968254,0.531571072319202,0.24444444444444444,0.0005616507203815525,3,2020
Libya,389579.976,125.801,0.0,0.5493814432989691,0.26666666666666666,0.0019811735713837152,3,2020
Guinea-Bissau,7618.9349999999995,0.0,0.0,0.4933741080530071,0.09777777777777778,2.417161095132451e-05,3,2020
Saint BarthÃ©lemy,502.969,54.888000000000005,0.0,0.41796078431372546,0.03111111111111111,8.083615911830812e-07,3,2020
San Marino,1497.952,10498.335000000001,0.0,0.46951541850220263,0.14666666666666667,9.714380229988917e-06,3,2020
Sierra Leone,80126.866,616.3629999999999,0.01507936507936508,0.5199024390243903,0.24444444444444444,0.0002553362301186179,3,2020
Somalia,90003.374,3.9250000000000003,0.009871031746031746,0.5186374695863747,0.20444444444444446,0.00018295072516587367,3,2020
South Sudan,23653.504,8.122,0.008888888888888889,0.5087350835322195,0.1511111111111111,5.9731463723278575e-05,3,2020
Sudan,344343.365,1051.639,0.010486111111111111,0.5493814432989691,0.3244444444444444,0.001191454088898183,3,2020
Syria,101782.94499999999,1948.6619999999998,0.010238095238095239,0.5148792270531402,0.24444444444444444,0.0003573850362130336,3,2020
Turkmenistan,130028.426,137.42,0.0001388888888888889,0.5063182897862233,0.17333333333333334,0.00029011877508629985,3,2020
Haiti,52570.751,359.88800000000003,0.0,0.5211735941320293,0.18666666666666668,0.00014885560156510197,3,2020
Dem. People's Rep. of Korea,24526.015,6485.344,0.0,0.4554700854700855,0.17777777777777778,0.00013367368348507928,3,2020
Aruba,50553.450000000004,1112.374,0.0,0.5039243498817967,0.17777777777777778,0.00014421051631484792,3,2020
Saint Kitts and Nevis,4420.8060000000005,108.125,0.0012797619047619049,0.49687645687645693,0.13777777777777778,2.552677501516426e-05,3,2020
Anguilla,1208.134,24318.089,0.0,0.49342592592592593,0.10222222222222223,7.164452278651545e-06,3,2020
Turks and Caicos Isds,3564.822,282.349,0.0002380952380952381,0.48445454545454547,0.08444444444444445,2.88293307648426e-05,3,2020
Chad,85771.572,149.874,0.024265873015873015,0.5224509803921569,0.21333333333333332,0.0002880246913097698,3,2020
Comoros,6070.351000000001,1.332,0.0,0.4980373831775701,0.10222222222222223,1.917980694662474e-05,3,2020
Eritrea,8336.991,38.477,0.00871031746031746,0.5039243498817967,0.14666666666666667,1.4918819231365849e-05,3,2020
Saint Maarten,7652.475,45.678,0.0,0.48889908256880743,0.10666666666666666,4.0166277158720055e-05,3,2020
Wallis and Futuna Isds,1322.2399999999998,14.848,0.04702380952380952,0.4450104384133612,0.03111111111111111,5.980568439874341e-06,3,2020
Br. Indian Ocean Terr.,4964.354,74.858,0.0,0.4564453961456103,0.026666666666666665,1.302773983663716e-05,3,2020
Greenland,8359.813,6.561,0.0,0.4613852813852814,0.044444444444444446,1.2137553930819178e-05,3,2020
Saint Pierre and Miquelon,3693.7270000000003,9.088999999999999,0.0,0.45840860215053764,0.022222222222222223,1.6700150272979674e-05,3,2020
Falkland Isds (Malvinas),2282.5110000000004,29.019,0.0,0.42293650793650794,0.022222222222222223,9.93966531470394e-06,3,2020
Niue,166.72500000000002,0.0,0.0,0.378716744913928,0.008888888888888889,2.7382511478050573e-08,3,2020
Guam,371.273,3.9019999999999997,0.0,0.4613852813852814,0.057777777777777775,6.166374658260608e-07,3,2020
Saint Helena,1469.795,12.993,0.0,0.45353191489361705,0.026666666666666665,6.164264330706359e-06,3,2020
Tokelau,0.05,16.644,0.0,0.429758064516129,0.026666666666666665,2.2615208488121963e-10,3,2020
Bonaire,8984.323,26.358999999999995,0.0,0.4395051546391753,0.04,3.894151113677146e-05,3,2020
N. Mariana Isds,2041.926,26.766,0.0,0.42632000000000003,0.026666666666666665,3.3778720054781004e-06,3,2020
Fr. South Antarctic Terr.,25.868000000000002,0.0,0.0,0.42428227043611655,0.008888888888888889,1.1511593804087988e-07,3,2020
Pitcairn,36.517999999999994,0.0,0.0,0.37475803329461865,0.0044444444444444444,6.063461092308561e-09,3,2020
Afghanistan,277077.484,950.218,0.004365079365079365,0.5462344139650873,0.3244444444444444,0.0006143927708912439,2,2021
Austria,10024117.203,14134780.6,0.021593915343915342,0.6499703264094956,1.2977777777777777,0.0689836464627065,2,2021
Belgium,38405866.74299999,64464752.11799999,0.06168981481481482,0.7065806451612904,1.4755555555555555,0.22334527962220266,2,2021
Canada,18203838.41,9969529.328,0.02712301587301587,0.8023443223443224,1.5733333333333333,0.15729425924295984,2,2021
Sri Lanka,828734.155,12879.302000000001,0.04040674603174603,0.5841066666666667,0.68,0.003066299215045927,2,2021
France,34210239.80199999,38570150.44,0.004384920634920635,0.7685614035087719,1.5955555555555556,0.18176972655144408,2,2021
Djibouti,57542.131,3030.6519999999996,0.00031746031746031746,0.5435235732009925,0.28,0.00019501107682796595,2,2021
Germany,77661666.24899998,117968936.404,0.010753968253968254,0.7252980132450331,1.528888888888889,0.4031439882649385,2,2021
Hungary,5765275.687,7130324.593,0.05907738095238095,0.6101392757660167,1.048888888888889,0.02794780862391432,2,2021
Ireland,10747316.787,72460760.092,0.005674603174603174,0.7065806451612904,1.4133333333333333,0.09386435060789557,2,2021
Rep. of Korea,10277969.322,11899824.216,0.008690476190476191,0.6823676012461058,1.431111111111111,0.0738526514287111,2,2021
Lao People's Dem. Rep.,118410.402,126.108,0.00496031746031746,0.5517380352644836,0.29333333333333333,0.00038918262701458523,2,2021
Mozambique,316765.88800000004,1796.64,0.0,0.5719060052219321,0.38666666666666666,0.00064832450081092,3,2021
Nepal,517220.827,15887.372000000001,0.08511574074074073,0.585668449197861,0.5466666666666666,0.002137230691218621,2,2021
Netherlands,24453062.161,35451983.749,0.012351190476190476,0.7301333333333333,1.56,0.1729927245813553,2,2021
New Zealand,1411597.305,455005.684,0.05303902116402117,0.6222727272727273,1.0666666666666667,0.007761097727940489,2,2021
Pakistan,3873323.3530000006,365451.874,3.968253968253968e-05,0.5888172043010753,0.9733333333333334,0.023301984368154918,2,2021
Senegal,336177.593,5763.526,0.06187169312169313,0.5984699453551913,0.5288888888888889,0.0012745424308962664,2,2021
Singapore,4247392.575,17067730.573,0.09612103174603175,0.6975796178343949,1.2755555555555556,0.024943480571503602,2,2021
Slovenia,6621509.975,6058730.334,0.010357142857142856,0.6017582417582418,1.031111111111111,0.03363505764828096,2,2021
South Africa,2990904.3329999996,848881.923,0.0458234126984127,0.6781424148606812,1.2755555555555556,0.014129009081051615,2,2021
Spain,24066792.621,22692116.064999998,0.0,0.6739692307692308,1.3466666666666667,0.16843678969868892,2,2021
Switzerland,41899072.676,82630549.15699999,0.018333333333333333,0.7043086816720258,1.4222222222222223,0.23596540318517728,2,2021
TÃ¼rkiye,5722004.89,2040911.738,0.0054365079365079364,0.6781424148606812,1.3911111111111112,0.033261367631056964,2,2021
Albania,252032.477,3899.309,0.05946759259259259,0.5462344139650873,0.38222222222222224,0.000774359777354404,3,2021
Bosnia Herzegovina,474300.42600000004,85311.386,0.0,0.5659948320413437,0.49333333333333335,0.0018176427744849514,2,2021
Bulgaria,2042076.283,1193546.984,7.936507936507937e-05,0.5779419525065964,0.9911111111111112,0.00782447833418078,2,2021
Cyprus,466861.097,525738.034,0.025138888888888888,0.6067590027700831,1.1022222222222222,0.0014382919986386264,2,2021
Czechia,7027740.967999999,3689161.4279999994,0.017083333333333332,0.6152808988764045,1.0533333333333332,0.035658565555664955,2,2021
Denmark,6433927.737,19595143.378000002,0.018700396825396825,0.6698470948012233,1.3511111111111112,0.030935341504049085,2,2021
Dominican Rep.,2063874.9959999996,204086.561,0.019246031746031747,0.6017582417582418,0.8488888888888889,0.01981452256980085,2,2021
El Salvador,599371.975,216521.52800000002,0.0004265873015873016,0.5779419525065964,0.5644444444444444,0.0030706983258374032,2,2021
Finland,2405449.652,2065452.752,0.10973544973544973,0.5984699453551913,1.0622222222222222,0.011218321147101378,2,2021
Greece,4275377.478999999,3670776.2569999998,0.007728174603174603,0.592,1.0977777777777777,0.02486988612545295,2,2021
Guatemala,908635.698,266714.393,0.0317063492063492,0.5779419525065964,0.5333333333333333,0.002611324422161029,2,2021
Italy,30689870.737,39277698.671000004,0.0,0.6312391930835735,1.2577777777777779,0.18513888293419392,2,2021
Latvia,932127.507,657331.839,0.03419642857142857,0.5764210526315791,0.8444444444444444,0.002579913854489835,2,2021
Oman,629230.986,132745.378,0.038214285714285715,0.5936043360433605,0.6533333333333333,0.0014196883285840468,2,2021
Niger,132719.16,567.303,0.004662698412698413,0.5616410256410256,0.37333333333333335,0.0005215899159071925,3,2021
Panama,895918.0449999999,383662.884,0.0,0.5904043126684636,0.5644444444444444,0.003718164072080743,2,2021
Poland,9641691.091,3926316.9579999996,0.025376984126984126,0.6423460410557185,1.1733333333333333,0.05807234036239538,2,2021
Qatar,834547.209,128457.81900000002,0.016666666666666666,0.5968392370572208,0.5377777777777778,0.004405115608544982,2,2021
Romania,4811679.193,1259314.917,0.003849206349206349,0.592,0.9066666666666666,0.023661489023157973,2,2021
Serbia,1537359.551,304961.509,0.029146825396825397,0.5888172043010753,0.72,0.006545889457653316,2,2021
Slovakia,2497265.463,544292.1,0.03712301587301587,0.5936043360433605,0.8355555555555556,0.011828200814417975,2,2021
Tunisia,640543.441,115031.443,0.004930555555555555,0.5734031413612566,0.6311111111111111,0.0031023683956763145,2,2021
Uganda,509759.334,28317.952,0.10046957671957675,0.6067590027700831,0.6088888888888889,0.0016799236315588023,2,2021
North Macedonia,298433.798,134113.703,3.968253968253968e-05,0.5659948320413437,0.48444444444444446,0.0016016440907846653,2,2021
USA,147027137.134,91357798.454,0.011904761904761904,0.7277076411960133,1.5155555555555555,0.6101902696993398,2,2021
Burkina Faso,245563.36000000002,282.508,0.0,0.5794708994708995,0.43555555555555553,0.0008095618997556083,3,2021
Algeria,1750372.2550000001,4026.008,0.0,0.5559390862944162,0.42666666666666664,0.008479321392041175,2,2021
Cameroon,344397.455,9953.627,0.19784060846560844,0.6135574229691877,0.5822222222222222,0.001135791891003399,3,2021
Benin,154744.097,4167.482,7.936507936507937e-05,0.5630848329048843,0.3422222222222222,0.0006522700235116065,3,2021
Georgia,526348.54,120312.05500000001,0.010317460317460317,0.592,0.7022222222222222,0.0019127501211747627,2,2021
Indonesia,4336702.175000001,554477.898,0.06738095238095237,0.6187570621468926,1.1511111111111112,0.026718441350852117,2,2021
CÃ´te d'Ivoire,491193.686,2063.091,0.019712301587301587,0.6222727272727273,0.6355555555555555,0.0016772521001028153,2,2021
Jordan,908302.998,785494.143,0.047827380952380955,0.6067590027700831,0.8444444444444444,0.004047530901917789,2,2021
Madagascar,163278.241,34.598,0.009973544973544973,0.5602046035805627,0.3377777777777778,0.0005708258287217291,3,2021
Mauritania,258281.47699999996,477.543,0.0,0.5573536895674301,0.29777777777777775,0.0010733564542252567,2,2021
Morocco,1469866.0880000002,123165.05099999999,0.004087301587301587,0.5810079575596817,0.7466666666666667,0.0075009831400399095,2,2021
Portugal,3786387.693,1640291.466,0.02638888888888889,0.6152808988764045,1.1244444444444444,0.01997312311424575,2,2021
Saudi Arabia,6253714.034,405264.30100000004,3.968253968253968e-05,0.6101392757660167,0.76,0.03620877222234728,2,2021
India,3267369.339,23587001.689000003,0.00871031746031746,0.6519047619047619,1.3955555555555557,0.019958670400298126,2,2021
Viet Nam,4056255.923,215378.147,0.0,0.5888172043010753,0.8711111111111111,0.021098248258614283,2,2021
Trinidad and Tobago,201856.71600000001,3384.089,0.018462301587301586,0.6034159779614325,0.5511111111111111,0.001180991290006684,2,2021
United Arab Emirates,5892306.0370000005,1913115.86,0.052357804232804235,0.665775075987842,1.2666666666666666,0.034022128039759014,2,2021
Egypt,4216051.431,421957.22099999996,0.14549603174603173,0.6101392757660167,1.08,0.02356673345337515,2,2021
Uruguay,292134.829,196844.305,0.0,0.5734031413612566,0.7066666666666667,0.0013361840350883732,2,2021
American Samoa,300.888,6736.573,0.0030357142857142857,0.44793456032719836,0.07555555555555556,1.0693044536994322e-06,2,2021
Fiji,51158.147,15776.176,0.01259920634920635,0.5381818181818182,0.3111111111111111,0.00014263309314954206,2,2021
Kenya,808697.025,145707.259,0.2553703703703703,0.6617522658610272,0.9377777777777778,0.0035108742449350863,2,2021
Mauritius,274050.49199999997,54229.086,0.00021825396825396825,0.600109589041096,0.5822222222222222,0.0007212109225519615,2,2021
Papua New Guinea,62531.013,140.567,0.012857142857142857,0.5448756218905473,0.24444444444444444,0.00015754894450409316,2,2021
Rwanda,201038.531,673.346,0.006884920634920635,0.600109589041096,0.4444444444444444,0.0005948289837405771,2,2021
Samoa,11369.723,25.738000000000003,5.9523809523809524e-05,0.49222471910112364,0.11555555555555555,2.7275558728577113e-05,3,2021
Andorra,43606.75699999999,793.419,0.016894841269841268,0.5252757793764988,0.3111111111111111,0.00017835840336123928,2,2021
Antigua and Barbuda,14085.44,1096.319,0.00031746031746031746,0.5645360824742268,0.36,7.897879293602919e-05,2,2021
Argentina,3203676.364,906712.7930000001,0.06024801587301587,0.5749081364829396,0.8577777777777778,0.01977781122086341,2,2021
Brazil,11214815.761999998,1688838.911,0.0032142857142857142,0.5984699453551913,1.1244444444444444,0.08439367920269922,2,2021
Chile,2401613.183,222536.97,0.0001984126984126984,0.6017582417582418,0.7555555555555555,0.014191697411825067,2,2021
Colombia,3834994.185,498364.591,0.0,0.592,0.8088888888888889,0.028959752744908245,2,2021
Croatia,1804549.787,1129390.837,0.06209325396825397,0.568935064935065,0.72,0.007047115801812241,2,2021
Cuba,140518.59100000001,207097.52999999997,0.004384920634920635,0.5872386058981233,0.6177777777777778,0.00046456737682511624,2,2021
Iceland,234907.455,22699.199,0.0027083333333333334,0.5659948320413437,0.5555555555555556,0.0007893744638093533,2,2021
Israel,3705776.2770000002,2907687.0509999995,0.0044444444444444444,0.5841066666666667,0.8666666666666667,0.019485177203192844,2,2021
Japan,35813241.524,14017130.735,0.019583333333333335,0.6017582417582418,1.16,0.2495144536237681,2,2021
Luxembourg,464602.14,212992.729,0.16184854497354498,0.5825531914893618,0.7822222222222223,0.002537339446680112,2,2021
Malta,398323.128,706562.259,0.1345734126984127,0.5984699453551913,0.8266666666666667,0.0008784132685516071,2,2021
Mexico,6018466.795,2248116.005,0.0,0.5810079575596817,0.9466666666666667,0.0438689591319229,2,2021
Sweden,5921185.658,11697766.932,3.968253968253968e-05,0.6152808988764045,1.16,0.03465281203776981,2,2021
United Kingdom,26240627.872,24283168.565,0.00878968253968254,0.7020512820512821,1.4977777777777779,0.15981104572458144,2,2021
Zambia,362725.09599999996,2831.47,0.009226190476190476,0.5888172043010753,0.47555555555555556,0.0007216734074855586,3,2021
Angola,322177.987,331.372,0.05077380952380953,0.5872386058981233,0.4666666666666667,0.0008631170913866231,3,2021
Belarus,970794.853,310360.42600000004,0.0068551587301587304,0.5841066666666667,0.5911111111111111,0.0036905281756510837,2,2021
China,37781630.495,34161063.555,0.0,0.64046783625731,1.3422222222222222,0.2440570095995547,2,2021
Congo,99631.8,284.85,0.041746031746031746,0.5674611398963731,0.37333333333333335,0.0003983178294285647,2,2021
Ghana,370379.30199999997,15255.846000000001,0.04377314814814815,0.6135574229691877,0.7111111111111111,0.001089043948381459,2,2021
